,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
88,"11, Nguyễn ĐÌnh Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 20 m2,Cho thuê phòng trọ,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 20 m²,,
89,"khánh an 11, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 30 m2,Phòng trọ 30m2 Quận Liên Chiểu,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,
90,"Vạn Tường, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng- 22 m2","PHÒNG TRỌ ĐHÒA , GÀN CHỢ Non NƯỚC, FPT , Y ĐANANG",Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 2.000.000 đ,
91,"K347, Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","3,2 triệu/tháng- 70 m2",Bán nhà 2 tầng . có sẵn 6 phòng trọ,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 70 m²,,
92,"Chơn tâm 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 25 m2",Phòng trọ gác lửng Đối diện ĐH sư phạm,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.400.000 đ,
93,"Phó đức chính, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,3 triệu/tháng- 20 m2","Cho thuê phòng trọ giá rẻ, gần khu cn an đồn ⚡️⚡️",Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.300.000 đ,
94,"Nguyễn Viết Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",900.000 đ/tháng- 12 m2,PHÒNG TRỌ MẶT ĐƯỜNG 5.5m,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 200.000 đ,
95,"Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 18 m2",Phòng trọ khu vực Nguyễn Văn Thoại,Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 18 m²,,Tình trạng nội thất: Nội thất đầy đủ
96,"54, Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","1,6 triệu/tháng- 22 m2","PHÒNG GÁC LỬNG gần Lý Tự Trọng,Đống Đa Q.HẢI CHÂU",Tin môi giới đăng 4 ngày trước,Cho thuê,Diện tích: 22 m²,,
97,"Lô B2, Phạm Văn Xảo, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng","1,65 triệu/tháng- 25 m2","Phòng trọ Sơn Trà có gác lững, có sân để xe riêng",Tin cá nhân đăng 4 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
98,"11, Đường Vũ Đình Long, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 18 m2",Phòng Trọ ở Sơn Trà- Đẹp Rẻ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
99,"Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 22 m2","Cho thuê phòng đẹp, sạch sẽ, thoáng,mới",Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 22 m²,,Tình trạng nội thất: Nhà trống
100,"147-149, Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 25 m2",PT Phan Đăng Lưu,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
101,"Nguyễn Giãn Thanh, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 12 m2",cho thuê phòng nhỏ mặt tiền Nguyễn Giãn Thanh,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 500.000 đ,
102,"Phú Lộc 10, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 25 m2",Phòng trọ đường Phú Lộc 10,Tin môi giới đăng 5 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.300.000 đ,Tình trạng nội thất: Nhà trống
103,"Đường Trần Nhân Tông, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng- 45 m2,cho thuê nguyên tầng 3. 1pn.1 wc. nội thất đầy đủ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 45 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
104,"Đường Trường Chinh, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 20 m2",PHÒNG TRỌ CẨM LỆ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 20 m²,,
105,"H89/12 K139 Trần Quang Khải, H89/12 K139 Trần Quang Khải, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 22 m2",Phòng có gác lửng Thọ Quang. Sơn Trà,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 22 m²,,
106,"Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","1,8 triệu/tháng- 20 m2","Phòng sạch đẹp,mới xây,đường Thanh thủy cho thuê.",Tin môi giới đăng 5 ngày trước,Cho thuê,Diện tích: 20 m²,,
107,"Đa Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 30 m2,Cho thuê phòng trọ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,
108,"226, Lê Đỉnh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 35 m2","Cho thuê phòng trọ, 226 Lê Đỉnh, Hòa Xuân, Đà Nẵng",Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 500.000 đ,
109,"Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,3 triệu/tháng- 20 m2",🔴 PHÒNG TRỌ SIÊU ĐẸP GẦN ĐÔNG Á KIẾN TRÚC,Tin môi giới đăng 5 ngày trước,Cho thuê,Diện tích: 20 m²,,
110,"243, Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 30 m2,Trọ trung tâm thanh khê,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 30 m²,,
111,"457/68/5 ĐƯỜNG TÔN ĐỨC THẮNG, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",700.000 đ/tháng- 20 m2,PHÒNG TRỌ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
112,"Kiệt 698 Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","1,2 triệu/tháng- 25 m2",Còn 1 phòng tại kiệt 698 trần cao vân giá rẽ,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.200.000 đ,Tình trạng nội thất: Nhà trống
113,"PQV, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng- 24 m2",Phòng trọ sinh viên; gần FPT Plaza 1,Tin môi giới đăng 5 ngày trước,Cho thuê,Diện tích: 24 m²,,
114,"Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",3 triệu/tháng- 35 m2,"Cho thuê căn hộ,phòng trọ đầy đủ nội thất Hải Châu",Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
115,"Đường Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,5 triệu/tháng- 30 m2",p Cao cấp tiện nghi mặt tiền khu vực Non Nước,Tin môi giới đăng 5 ngày trước,Cho thuê,Diện tích: 30 m²,,
116,"Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",900.000 đ/tháng- 16 m2,cho thuê phòng trọ ( tại liên chiểu ),Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nội thất đầy đủ
117,"Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 14 m2,Phòng trọ An Ninh. có chỗ để xe,Tin cá nhân đăng 5 ngày trước,Cho thuê,Diện tích: 14 m²,Số tiền cọc: 1.000.000 đ,
118,"45, phước lý 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",7 triệu/tháng- 120 m2,cho thuê dãy trọ,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 120 m²,Số tiền cọc: 123.456.789 đ,
119,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,1 triệu/tháng- 13 m2",cho thuê phòng mới,Tin môi giới đăng 6 ngày trước,Cho thuê,Diện tích: 13 m²,,Tình trạng nội thất: Nội thất đầy đủ
120,"nhơn hoà 3, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 15 m2",Còn 1 phòng trọ khách trả gần Bến Xe,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nhà trống
121,"25, Đường Đàm Văn Lễ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",150.000 đ/tháng- 18 m2,Cho thuê phòng trọ,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500 đ,Tình trạng nội thất: Nhà trống
122,"389/4 hà huy tập, Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng- 25 m2",PHÒNG TIỆN NGHI 389/4 HÀ HUY TẬP,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
123,"Giáng Nam 1, Hoà Phước, Hoà Vang, Tp Đà Nẵng, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng","1,2 triệu/tháng- 20 m2","CHO THUÊ PHÒNG TRỌ KHU VỰC HOÀ PHƯỚC,HOÀ VANG,ĐN",Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
124,"K856/h37/15, Đường Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 20 m2",Cho thuê trọ gần trường DHBK,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
125,"Chợ Hoà Phát, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 20 m2",Phòng trọ cao cấp,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
126,"Đường Khuê Mỹ Đông 4, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 18 m2",Cho thuê phòng cầu Tuyên Sơn,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 2.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
127,"Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng- 20 m2,CHO THUÊ PHÒNG GẦN NGÃ 3 HUẾ,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
128,"Đường Phan Văn Định, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 20 m2,"Phòng trọ, căn hộ gần trường đại học Bách Khoa",Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nội thất đầy đủ
129,"Nguyễn Thiện Cận, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.500.000 đ,
130,"39, 39 Tạ hiện, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","2,1 triệu/tháng- 30 m2",Phòng trọ Đà Nẵng,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
131,"16, Bàu Mạc 5, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",12 triệu/tháng- 125 m2,Cho thuê nhà nghỉ full nội thất,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 125 m²,,Tình trạng nội thất: Nội thất đầy đủ
132,"K86/54, Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 20 m2,Cho thuê phòng trọ,Tin cá nhân đăng 6 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,
133,"263/18, Kiệt 275 Trường Sơn Hoà Thọ Tây Cẩm Lệ Đà Nẵng, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng- 16 m2,cần tìm bạn,Tin cá nhân đăng 7 ngày trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
134,"31, Trần Phước Thành, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 22 m2,Phòng trọ Quận Cẩm Lệ 22m²,Tin môi giới đăng 7 ngày trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 500.000 đ,
135,"Đường Lương Trúc Đàm, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","2,5 triệu/tháng- 20 m2",Phòng trọ 20m2 có gác lửng máy lạnh Bến xe,Tin cá nhân đăng 7 ngày trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
136,"k33 Nam cao, nam cao, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ đường Nam cao gần Chợ Hoà Khánh,Tin cá nhân đăng 7 ngày trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
137,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 20 m2",phòng trọ c4 an ninh mát mẻ. hoà khê. thanh khê,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
138,"Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",200.000 đ/tháng- 18 m2,Nhà trọ gần sân bay quốc tế Đà Nẵng,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
139,"K64/37, Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 30 m2,Phòng trọ 30m2 đường trầm cao vân,Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 100.000 đ,Tình trạng nội thất: Nhà trống
140,"387, Yên Khê 2, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng trọ khu vực Mẹ Nhu. Rộng rãi. thoáng mát.,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
141,"k122/15, Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","1,8 triệu/tháng- 18 m2",Cho thuê trọ quận Sơn trà gần cầu rồng,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 18 m²,,
142,"70, Bùi Tấn Diên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ khu Phước Lý,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
143,"Nguyễn Gia Thiều, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",800.000 đ/tháng- 16 m2,Cho thuê phòng trọ giá rẻ,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 800.000 đ,
144,"Khánh An 8, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,7 triệu/tháng- 22 m2",cho thuê phòng trọ trên tầng 2. đường Khánh An 8,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
145,"Tổ 14, Đường Số 3, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",800.000 đ/tháng- 15 m2,"Cho thuê phòng trọ yên tĩnh, an ninh tốt, sạch sẽ",Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 100.000 đ,
146,"Mình Mạng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,7 triệu/tháng- 15 m2",cho thêu phòng cho nam,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
147,"Phú Lộc 19, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 25 m2",Phòng Trọ gần chợ Phú Lộc có wc gác riêng,Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.300.000 đ,Tình trạng nội thất: Nhà trống
148,"dũng dỹ thanh khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,2 triệu/tháng- 12 m2","Cho thuê phòng trọ giá 1,2 tr/tháng",Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 12 m²,,
149,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 17 m2,phòng trọ cạnh cổng kcn hoà khánh,Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 17 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
150,"Bế Văn Đàn, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 10 m2",Cho thuê phòng trọ,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 10 m²,,
151,"Ngã Tư Mai Đăng Chơn Và Nam Kỳ Khởi Nghĩa, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 35 m2",Cho thuê phòng trọ,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
152,"07, Hoà Nam 4, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 20 m2",cho thuê phòng trọ 3 tầng gần bến xe,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
153,"Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 24 m2",Phòng trọ Thanh Khê sát mặt tiền khu vực an ninh,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 24 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
154,"Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 18 m2",Phòng trọ đường Âu Cơ,Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 18 m²,,Tình trạng nội thất: Nhà trống
155,"K12/95, Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","1,3 triệu/tháng- 27 m2",Phòng trọ gia đình,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 27 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
156,"K464/21, Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","2,3 triệu/tháng- 20 m2",Có phòng trọ cần cho thuê,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 20 m²,,
157,"Đường Cổ Mân Lan 4, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 15 m2",Phòng trọ Hoà Xuân Cẩm Lệ mới xây thoáng đẹp,Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500 đ,Tình trạng nội thất: Nội thất đầy đủ
158,"Lưu Đình Chất, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,1 tỷ/tháng- 90 m2","Bán nhà trọ Lưu Đình Chất, Đông Trà, Ngũ Hành Sơn",Tin môi giới đăng 1 tuần trước,Cho thuê,Diện tích: 90 m²,,
159,"Đường Cầm Bá Thước, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Share phòng tầng 2 trong nhà nguyên căn,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
160,"Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 25 m2,Cho thuê phòng,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
161,"3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",100.000 đ/tháng- 20 m2,Phòng Trọ Giá Rẻ,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 20 m²,,
162,"Đường Thanh Lương 29, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,3 triệu/tháng- 25 m2",Cho thuê phòng trọ tại KDC Hòa Xuân,Tin cá nhân đăng 1 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
